live名称,主讲者,链接,开始时间,参加人数,介绍,费用,个人主页链接,live评分,喜欢数,回答数
技术背景怎样向金融转型？,Jonna Zhou,https://www.zhihu.com/lives/815160094022045696,2017-03-11 20:00:00,217,"我本科和硕士均毕业于国内 Top 10 高校的经济学专业，一直从事海工行业的投融资业务，负责海上钻井平台的项目筛选、资金募集、项目管理、资金退出。我本人关于海工金融类的问题曾经三次上知乎日报，也回答过不少关于职业发展上的问题。

从 2015 年年底以来，我在某平台做过 12 位技术人员转型金融的咨询，他们中有程序员/技术员，有海外企业销售、技术管理类工作的中高层管理人员，有 MBA 在读想要转型金融的学生。通过和他们的沟通，我更加清楚的了解到了他们的困惑点，并且提供了相关的建议，收到了其中几位转型成功的好消息。

我的 Live 将回答这些问题：「我一直从事的是技术类行业，觉得钱少活累没意思，怎样转行到金融行业？需要具备怎样的素质？需不需要去进修？要考什么证书？金融行业有哪些公司，哪些部门？有哪一些公司和我的技术背景对口？这些公司待遇、工作状态怎么样？我的技术背景对我转行有什么帮助？」

本次 Live 主要包括以下内容：

＊ 对金融行业的大类进行介绍（包括 PE/VC、银行、融资租赁公司、基金公司、证券公司等）包括业务范围，公司内部不同部门职能划分，各个部门职位所需要的技能或者资源，各个职位所对应的薪水、职业发展路径。

＊ 不同的的技术背景，对转行有什么帮助？有哪一些公司和你的技术背景对口，做为转型的起点更为容易？

＊ 转型需不需要去进修？不同类型的职业需要考什么不同证书？证书考试的难易程度怎么样？

＊ 现场接受大家职业转型方面的问题



（根据经验 Live 主讲部分 1 个半钟左右，另外我准备了相应 PPT，将在 Live 中发送给大家）",35RMB,https://www.zhihu.com/people/jonna-zhou,0,279,0
产品经理入门指南,刘飞,https://www.zhihu.com/lives/815519424462352384,2017-03-11 20:00:00,207,"我是刘飞，互联网产品经理，计算机硕士，先后就职于锤子科技、嘟嘟美甲和点我达，知乎产品经理领域的优秀回答者，《从点子到产品》作者。

本次 Live 我会跟新人产品经理分享下一些入门的经验，从七个维度去论述我们应该注意的问题，以及如何注意。实际上，如果有一个靠谱的有经验的产品经理，一般都可以带你走过这些坎儿，但现实是，很多新人产品经理在自己摸索，或者是因为在比较新的团队，或者是因为 leader 太忙没有时间。我希望能在这次 Live 里，给你一些启发。

本次 Live 主要包括以下内容：

＊ 产品感和设计感到底是什么？

＊ 如何感知和理解用户？

＊ 从需求角度看应该怎样做好协作？

＊ 逻辑判断能力该怎样培养？

＊ 所谓的沟通能力强是什么意思？

＊ 为什么说产品经理应该做好向上管理？

＊ 怎样看待 1-3 年产品经理的职业发展？",19RMB,https://www.zhihu.com/people/laufei,0,150,0
?? 怎么写好「点」？,Daniel FC,https://www.zhihu.com/lives/794536364300447744,2017-03-11 20:30:00,712,"我是 Daniel FC 。书法艺术工作者，作品曾获国家级奖项。



本期 Live ，将会带大家一起学习一个乍看极为简单；却在书写中出现频率极高，变化及其丰富的笔画：点。在《灵飞经》中，点的表现力极强。学会把点写好，才能真正让字的气韵贯通，表现出《灵飞经》独特的灵动而空松轻盈的书风。因此，本期 Live 我们将从点的书写出发，和大家一起，进一步加深领悟书写时各个方向的发力感，同时也会讲述到书法中的一点结体小原则，和一些常用部首的处理。

本次 Live 主要包括以下内容：

＊ 点的写法

＊ 挑的写法

＊ 各种点的变形

＊ 三点水、四点底等部首处理

＊ 传统书法审美取向的几个结体小原则",39RMB,https://www.zhihu.com/people/daniel-fc,0,122,0
如何投资互联网公司的股票？,谢漠烟,https://www.zhihu.com/lives/801832199027560448,2017-03-11 21:00:00,227,"我是谢晨，华创证券传媒与互联网首席分析师，曾获得 2015 、 2016 两年新财富最佳分析师入围提名。对互联网公司、传媒公司价值分析、投资策略有深刻认识，曾在 2014 年推荐网易（最高涨幅 5 倍）， 2016 年推荐微博（最高涨幅 3 倍）。

互联网公司的股票投资，一直受大家青睐。第一在于互联网公司的优质股票往往具有高成长性，可以为大家带来丰厚的投资回报（如网易 01 年至今涨幅 2000 多倍，当时 5 万现在变 1 亿）；第二在于互联网公司的产品触及面非常广，大家都有着实际的使用感受。但如何做好互联网类公司的股票投资，却有着非常深的学问。本次 Live 将向大家展示我的互联网投资的分析逻辑与框架。但是请大家注意，出于证券法合规要求，本次 Live 将不会做任何的投资建议，也不会对 A 股上市公司做出任何评价，仅仅是分享分析方法，谢谢大家。

本次 Live 主要包括以下内容：

＊ 互联网公司股票有哪些特点？

＊ 什么是互联网行业成长的驱动因素？

＊ 什么是互联网公司的竞争优势？

＊ 如何对互联网公司做价值分析？

＊ 有哪些互联网公司成长的普适性规律？

＊ 案例 1 ： 2014 年的网易为什么涨到了 5 倍？

＊ 案例 2 ： 2015 年的微博为什么涨到了 3 倍？",9RMB,https://www.zhihu.com/people/XieMoYan,0,198,0
高端数据科学家养成,王蛋丁,https://www.zhihu.com/lives/813022786439225344,2017-03-11 21:00:00,127,"我是王蛋丁，目前在耶鲁大学就读计算化学 / 生物信息博士，之前供职于格林尼治地区买方对冲基金 SummerHaven Investment Management ，做量化投资分析师，目前负责蜂赢资本的交易数据分析与策略开发工作。这次的 Live 主要讲数据科学家这个群体。本次合作主讲人是我在耶鲁大学的同级同学，统计和数据科学方向博士卢雨。



卢雨博士已在统计与机器学习顶级刊物上发表多篇论文，曾在 NBA 黄蜂队担任数据分析师，微软研究院机器学习组研究员，高频交易公司 Tower Research Capital 量化交易员。卢雨博士本科毕业于北京大学数学系，曾获中国数学奥林匹克金牌。

本次 Live 我们将重点关注数据科学家这个职业。 alphago 在围棋界打遍天下无敌手， Uber 无人车已经在加州上路， NBA 魔球理论的建立和库里的横空出世，这背后都是数据科学家在发挥着重要的作用。那么神秘的数据科学家们到底是些什么人，他们的工作方式是怎么样的，要如何成为数据科学家呢？

本次 Live 主要包括以下内容：

＊ 到底什么是数据科学？

＊ 在华尔街做数据科学家的体验。

＊ 在硅谷做数据科学家的体验。

＊ 在 NBA 做数据科学家的体验。

＊ 在美国读数据科学专业的体验

＊ 作为新兴学科，哪些专业的学生可以成为数据科学家？

＊ 数据科学家的职业前景与钱景？",19RMB,https://www.zhihu.com/people/2003dd,0,124,0
一个编剧的自我修养（二）,金国栋,https://www.zhihu.com/lives/812003140982423552,2017-03-21 20:00:00,58,"我是金国栋，毕业于上海戏剧学院，出版过五本畅销小说，现为职业编剧，编剧作品有电视剧《杉杉来了》、《十五年等待候鸟》等。待拍作品《原来你还在这里》、《滚蛋吧肿瘤君》、《你都不配我毒舌》等。专注于青春偶像情感电视剧的创作，同时也关注国内电视剧编剧的生态。

本次 Live 我将更为深入得探讨一个编剧的修炼之路。编剧的自我修养一简略介绍如何自我评定适合不适合做编剧，且介绍了初级的入门方法，在本次 Live，我将具体指导大家走好第一步，这第一步包括技术上的具体操作，也包络行业的正确进入方式，以及生存的第一要义。

本次 Live 主要包括以下内容：

＊ 当我真正想靠编剧这个行业吃饭的时候我需要吃多少苦？

＊ 你的第一个机会与你的一个作品是两种概念。

＊ 如何认识行业内的制片人与责编？

＊ 成为一个编剧几个可行性途径。

＊ 回到小学课堂，我们写剧本之前还是要自己提炼中心思想。

＊ 浅析台词创作。",19RMB,https://www.zhihu.com/people/jin-guo-dong-45,0,87,0
批判性思维，让你收益最大化,FreeGrit潇洒毅行,https://www.zhihu.com/lives/801810444229681152,2017-03-23 20:30:00,275,"我是 FreeGrit ，本科毕业于南京大学理科强化部，在 UNSW 读完了工程硕士，是杰出毕业生。 6 个月业余时间，我自学通过了一级特许金融分析师（ CFA Level 1 ）。留学两年，在公开课平台的编程、金融有总计 300+ 小时的学习时间。这些理工、金融的背景，加上备考 GRE 、留学过程中的逻辑训练，让我着实成为一个严谨的「死理性派」。因此，我将在 Live 中，与大家分享理性思维的最重要部分：批判性思维。

优秀的思考者都是目标明确，从不盲目，主次分明；他们自律，能不断检视调整自己的行为，专注于目标相关的问题，因此这些人往往有着超乎常人的高效率。他们还会使用一些思维工具来全方位分析问题，大大减少了学习、生活和职业中的困难。他们不会允许无端的情感来干扰自己的决策，也因此，规避了大量无谓的损失，抓住了常人忽视的机会，总能将自己的收益最大化。他们使用的一个「神器」，就是批判性思维。它并不是与生俱来，是可以习得的。批判性思维，是很多国外大学的必修课，很可惜大部分国人对此却一无所知。这次 Live ，我会给大家做些基本的入门介绍，以此窥得它的冰山一角。可即便是冰山一角，也足以让你更加理性从容地做出最优决策，提升效率，在生活、学习、工作中最大化你的收益。

本次 Live 主要包括以下内容：

＊ 人们常说的批判性思维是什么？它和理性、严谨、有逻辑地思考是什么关系？

＊ 生活中常见的，缺失批判性思维的例子。

＊ 无需背景知识，如何识别常见谣言？

＊ 为什么批判性思维，能够帮你无论在生活，还是学习工作中，收益最大化？

＊ 有哪些方式，去学习、训练批判性思维？",9RMB,https://www.zhihu.com/people/FreeGrit,0,509,0
经商最常见的刑事风险及防范,郭华寿律师,https://www.zhihu.com/lives/805088870583664640,2017-03-24 19:50:00,30,"我是郭华寿，现为知名律师机构高级合伙人，广州分所主任律师，多所重点大学讲师 & 创业导师。主要从事保险、海外（离岸）信托 & 资产传承，股权投融资（ Pre-IPO&IPO 、 OTC 、 M&A 、 PE/VC ），企业治理与风险控制、股权激励等高端非诉 & 商事诉讼法律事务。其中，针对私人资产保全与隔离，尤其是海外家族信托与海外投资理财法律有多年的实务研究与操作，目前团队现持续为 Old Mutual 、 Three Man Fund 、 BWC Capital Markets 、 AIA 、新华保险、太平人寿等国内外著名保险 & 金融机构提供一站式整合法律服务。

经营商业在我国显得尤其具有独特风险。在整个商业运营的过程中，无不饱含灭顶之灾的刑事风险，经营不善甚至锒铛入狱。我们作为企业的经营者或参与者，不仅要知道法律风险，而且要知道其发生的的内部原因和外部原因，更要有针对性地采取有力措施，及时有效地应对风险的发生。本 Live 总结本律师团队执业过程中的经验，通过案例分析刑事风险的特点与原因，尽可综合方案化解之。

本次 Live 主要包括以下内容：

＊ 商业经营最常见的刑事法律风险（公司、企业的设立及清算破产环节；融资环节；生产、销售环节；财务管理环节；劳动用工方面；企业内部人员管理环节）

＊ 企业及其工作人员执行职务犯罪的常见类型与主要特点

＊ 财务、税收中的刑事法律风险

＊ 企业家日常刑事法律风险管理（健全企业法律事务管理机构；完善企业管理体制；身处危境的自我保护方式；刑事司法程序应当如何主张诉讼权利；刑事诉讼过程中应当引起重视的几个问题）

＊ 公司、企业及其工作人员刑事犯罪的预防",29RMB,https://www.zhihu.com/people/guo-hua-shou-lv-shi,0,102,0
如何成为商务精英和控场大师？,Wonder王达,https://www.zhihu.com/lives/804712921933418496,2017-03-25 20:00:00,226,"Wonder 王达，美国公立常春藤名校电子工程硕士，国家英语三级口译（ CATTI3 ）。



现于某央企负责欧洲重大进口项目管理，每天都在用英语和法国人「相爱相杀」。我曾和捷克人在坦桑尼亚撕过，和法国人在法国撕过。 5 年来，我的商务足迹踏遍巴基斯坦，坦桑尼亚，法国，乌克兰，美国等多地，既经历着眼前的苟且也见过诗和远方。在知乎，我是一个最不走书的教「心」匠，致力于分享自己的英语学习方法和实战应用经验以及大量商务谈判，项目管理的经历，帮助大家切实提升自己的职场「身价」！

BD 新人，不知道该怎么和其他公司的人进行谈判？



职场发展遇到瓶颈，到现在还没有升职加薪？



同事之间的关系处理不和谐？你可能需要学习一下谈判技巧了！



有人说谈判这词好高大上，但其实不仅仅是商务人士需要谈判技能，每个人的职场生涯中都有无数需要谈判的场景。



跟老板谈加薪，跟同事谈分工，跟 HR 谈待遇，谈离职，甚至说面试也是一场谈判也毫不为过，你如何说服对方肯定你的价值并最终雇佣你呢？



生活中的场景那更是屡见不鲜，留学时说服教授给奖学金，买二手车，买房，购物等等，哪个不需要谈判的技巧和语言的艺术？



然而遗憾的是，回想我们的过往，有多少次都是因为自己「一脸懵逼」，「口不择言」，「不谙世事」错失了很多大好机会，惹来了很多不必要的麻烦呢？



在这四节 Live 中，我将深度剖析自己亲身经历的种种实战案例。比如我在赴美留学期间是如何从众多竞争对手中脱颖而出获得全额奖学金的，还有 2016 年在我和法国供应商长达半年的合作协议谈判中，我成功运用一系列谈判策略，最终让法方在总价上让步 2000 万并接受一系列有利于我方的条款。



我的讲解会让大家了解什么是谈判，双方筹码交换，博弈背后的逻辑是什么，还有您在谈判中遇到的对手都有哪些套路和手段，我们如何做到高效沟通，巧妙说服以及如何在谈判中得了便宜还卖乖。



渐渐的，你会发现，自己说话有章法了，能看破对方的套路了，能为自己争取利益了，成为了同事朋友眼中的「强人」！亦或许，你就是下一个职场精英和控场大师？谁说不是呢！

本次 Live 主要包括以下内容：

* 和欧美商务精英交锋是种怎眼的体验？

  * 即有「水平」也有「水位」

  * 翻脸比翻书还快

  * 怒不行于色，演技十足

  * 他们真的懂中文

* 如何成为商务精英？

  * 对相关知识有全面且深刻的理解

  * 强大的情绪控制能力

  * 对核心要素的鉴别与把控

  * 随机应变的能力

  * 精通双语

* 如何变得强硬？

  * 学会「狠心」

  * 活用虚拟权威

* 纸上谈兵之殇

  * 美国的汽车 Dealer 为啥没把我忽悠住？

  * 套路失效的风险

* 老外比较买账的套路

  * 所谓双赢

  * 所谓愿景

  * 所谓风险

  * 不所谓情义",69RMB,https://www.zhihu.com/people/wdar20000,0,161,0
整形外科手术刀口藏在哪儿？,菲利普医生,https://www.zhihu.com/lives/811195700430934016,2017-03-25 20:00:00,9,"我是菲利普医生，不是飞利浦，那是剃须刀。上海交通大学医学院外科学（整形外科方向）硕士学位，从事外科工作两年，主要从事整形和重建外科疾病的诊治。目前交通大学医学院外科学博士攻读中。

在上次的 Live 中谈到了疤痕的发生发展机制，以及病理性疤痕的治疗方法。创伤（当然包括手术）必然导致疤痕，那么整形外科是如何把手术疤痕隐藏起来的呢？这次的 Live 就针对这个问题展开，满足大家的求（ba）知（gua）欲。同时也不局限于这个话题，还会跟大家扯一点整形外科发展史上的趣事。

本次 Live 主要包括以下内容：

＊ 隐藏手术疤痕的一般方法有什么？

＊ 减小手术疤痕的方法有什么？

＊ 隆胸手术疤痕藏哪儿？

＊ 面部提升（拉皮）手术疤痕藏哪儿？

＊ 隆鼻手术疤痕藏哪儿？

＊ 下颌角（磨骨）手术疤痕藏哪儿？

＊ 颧骨手术疤痕藏哪儿？

＊ 双眼皮和开眼角疤痕藏哪儿？

＊ 以及其他你关注相关的话题。",39RMB,https://www.zhihu.com/people/fu-shi-bo,0,39,0
TCL 脚本：数字 IC 设计应用篇,Forever snow,https://www.zhihu.com/lives/802479838333128704,2017-03-26 20:00:00,43,"我是 Forever snow ，微电子学与固体电子学博士，目前为某 211 高校讲师，硕士生导师。主要从事数字集成电路设计相关方向的研究。



这次 Live 我将和一位集成电路设计后端资深顾问 Vincent 一起介绍 TCL 脚本语言，以及 TCL 脚本语言在数字集成电路中的应用。 TCL 全称 「 Tool Command Language 」，是一种简单易学又十分强大的脚本语言。在数字集成电路设计中应用十分广泛。大多数集成电路 EDA tool 都是 TCL 兼容的，指令的语法结构与 TCL 相同。用户可以通过编写 TCL 脚本快速的进行批量操作、文本处理、流程控制。所以熟悉使用 TCL 脚本可以极大的提高工作效率，是数字设计工程师必要的基本技能之一。本次 Live 我们分为上下两篇。「基础篇」主要介绍 TCL 的基本语法和常用命令。「数字集成电路设计应用篇」，主要介绍 TCL 在数字集成电路设计中的实战应用。大家可以根据自身情况选择相应的课程学习。为了贴合集成电路设计的应用，我们特意设计了有针对性的练习供大家学习和实践。

本次 Live 主要包括以下内容：

＊ ASIC 前端设计中 TCL 的应用

＊ 自动布局布线工具中 TCL 的应用

＊ 版图处理工具当中 TCL 的应用

＊ 如何利用 TCL 编写自己的工具（ Parse Report 、 GDS utility)



适合人群：微电子（尤其是数字方向）的在校生, 以及有意向从事数字集成电路设计的人员和初级工程师。大家可以根据自身情况选择课程学习。",9RMB,https://www.zhihu.com/people/Foreversnow,0,54,0
互联网配镜全攻略,视光师金鑫,https://www.zhihu.com/lives/812003869931474944,2017-03-26 20:30:00,98,"我是金鑫，国家二级验光技师，眼镜话题优秀回答者之一，2015 年至今已回答相关问题超过 1800+，对眼镜行业新模、专业验配以及视功能检查与训练有所了解。

我在日常的答题过程中发现，越来越多的知友开始或准备在网上选够镜框、镜片，或者加工眼镜，而这一新的配镜流程在各方面都需要知友自己进行选择与辨别，无论是验光还是合适的镜框，无论是产品还是平台，选择起来都多多少少让大家感到无从下手或担心遇到大坑。所以本次 Live 我将和大家分享有关于网络配镜的相关内容，让大家更加放心的配到合适的眼镜。

本次 Live 主要包括以下内容：

＊ 为什么选择网上配镜？

＊ 网上配镜的几种不同类型区分

＊ 选择在网上配镜前需要了解哪些数据？

＊ 如何获取线下验光结果？

＊ 网上哪里配镜更好更优惠？

＊ 网上配镜售后该如何解决？

＊ 如何配到即省心实惠又合适的眼镜？

＊ 以及可以提问其他 一些关于配镜的相关知识。",9RMB,https://www.zhihu.com/people/opjx,0,132,0
如何更好地学习俄语？,站在俄语的肩膀上,https://www.zhihu.com/lives/813397835000184832,2017-03-26 21:00:00,49,"我是黄天德，2009 年大三在俄罗斯阿斯特拉罕国立大学公费交换一年，2014 年公派至俄罗斯科学院语言所攻读博士学位，目前博士三年级心理语言学方向在读。师从世界应用心理语言学研究会前任会长（2011-2013）、俄罗斯教育领域总统奖（2005）获得者 Наталья Владимировна Уфимцева 教授。

本次 Live 主要结合本人学习俄语及研究俄语的经验聊一聊学习俄语需要注意的各种问题，给大家提供学习俄语的建议。

本次 Live 主要包括以下内容：

＊ 为何选择俄语，俄语的前景如何？

＊ 俄语入门教材的选择（俄语教材的对比与分析） 

＊ 如何练习俄语发音？

＊ 俄语单词记忆

＊ 俄语口语、俄语语法

＊ 俄语等级考试相关

＊ 国内学习俄语，俄罗斯学习俄语、白俄罗斯语、乌克兰语。",16RMB,https://www.zhihu.com/people/huang-min-36,0,117,0
婚姻遭遇财产转移怎么应对？,郭华寿律师,https://www.zhihu.com/lives/807215415490129920,2017-03-31 19:50:00,15,"我是郭华寿，现为知名律师机构高级合伙人，广州分所主任律师，多所重点大学讲师 & 创业导师。主要从事保险、海外（离岸）信托 & 资产传承，股权投融资（ Pre-IPO&IPO 、 OTC 、 M&A 、 PE/VC ），企业治理与风险控制、股权激励等高端非诉 & 商事诉讼法律事务。其中，针对私人资产保全与隔离，尤其是海外家族信托与海外投资理财法律有多年的实务研究与操作，目前团队现持续为 Old Mutual 、 Three Man Fund 、 BWC Capital Markets 、 AIA 、新华保险、太平人寿等国内外著名保险 & 金融机构提供一站式整合法律服务。

当离婚降临时，一方往往试图通过转移夫妻共同财产的方式来获取利益，这种方式会让另一方的财产受到损失。因此，怎样避免离婚财产转移就显得非常重要。但如果没能避免，遇到婚财产转移的情况，怎么办呢？本次 Live 中，本律师根据法律及相关司法解释，同时结合司法实践，对离婚财产转移问题深入解读并出具建议。

本次 Live 主要包括以下内容：

＊ 离婚转移财产可判净身出户吗？

＊ 准离婚时，如何防范对方转移财产？

＊ 准离婚时，隐藏、转移、变卖财产行为的认定标准。

＊ 常见的离婚财产隐藏、转移、变卖的方法有哪些？

＊ 准离婚时，一方隐藏、转移、变卖夫妻共同财产怎么处理？

＊ 一旦财产被转移，如何挽回损失？

＊ 离婚后，才发现一方在离婚期间隐藏、转移、变卖夫妻共同财产该怎么办？

＊ 离婚后，发现配偶离婚前私自隐藏、转移夫妻共同财产能否请求再次分割财产？

＊ 离婚财产分割注意哪些事项？

＊ 婚后财产转移案例分析。",29RMB,https://www.zhihu.com/people/guo-hua-shou-lv-shi,0,55,0
托福核心词汇连接法串讲（一）,Wonder王达,https://www.zhihu.com/lives/814491031482556416,2017-04-01 20:00:00,44,"我是 Wonder 王达，美国公立常青藤名校 PURDUE 大学电子工程硕士，国家英语三级口译译员（ CATTI3 ）！现于某央企负责欧洲重大进口项目管理，每天都在用英语和法国人「相爱相杀」。我曾和捷克人在坦桑尼亚撕过，和法国人在法国撕过。 5 年来，我的商务足迹踏遍巴基斯坦，坦桑尼亚，法国，乌克兰，美国等多地，既经历着眼前的苟且也见过诗和远方。在知乎，我是一个最不走书的教「心」匠，致力于分享自己的英语学习方法和实战应用经验以及大量商务谈判，项目管理的经历，帮助大家切实提升自己的职场「身价」！

想学好英语？先过单词这一关，但就是各种过不去啊有木有！想必这是所有人切身的体会。我在之前的 Live《你不是记不住单词而是没走心》中从我们的认知规律出发，推导出一套切实有效的理论来学习单词，小伙伴们听后都纷纷表示醍醐灌顶，茅塞顿开，Live 也获得了五星满分的评价！实践才是检验真理的唯一标准！我们谈论了太多的方法和理论，但是真正落实到每个人自己去学习单词，大家就又遇到了很多困难！所以我决定，简单粗暴的带领大家落实单词记忆和学习！从这节单词 Live 开始，我将践行单词记忆逻辑连接法的理论，与大家一起，以词根词缀为基础，配合自制思维云图，用逻辑连接去推导，梳理全部的托福词汇。

本次 Live 主要包括以下内容：

＊ 汉语的形声字和英语的词根词缀

＊ 一个单词都有哪些成分？

＊ 词根词缀的演化规则

＊ 单词 abjure 相关 15 词的逻辑云图解析

＊ 单词 abjure 同义词相关 15 词的逻辑云图解析

＊ 单词 abjure 反义词相关 8 词的逻辑云图解析

＊ 单词 abominate 正反相关 8 词的逻辑云图解析



注：由于托福、雅思、GMAT 的单词重合率极高！故本课也适用于参加这些考试的同学和所有想提高自己英语水平的同学。同时请大家在上课时准备好本本做笔记用，科科~",19RMB,https://www.zhihu.com/people/wdar20000,0,44,0
并购买卖协议审查要点精讲（下）,Zhang Leslie,https://www.zhihu.com/lives/814836892834070528,2017-03-15 20:30:00,0,"我是张伟华，跨境并购专家，Legal 500 亚太地区最佳公司律师之一、AIPN 中国区执委会成员，国务院国资委「海外并购法律专家」、北京外国语大学法学院客座教授。著有《海外并购交易全程实务指南与案例评析》、《并购大时代：资本的谋略与实战》

合著英文著作《Understanding the Joint Operating Agreements》、《Joint Operating Agreements：Challenges and Concerns from civil law jurisdictions》。

本次 Live 是并购交易买卖协议（SPA）上中下系列的第三部分，考虑到 SPA 谈判与审查的专业性，希望是有实际需求的朋友参加交流讨论并提前准备好问题。因此定价仍然采用“「比李开复 Live 低」的价格。在本次 Live 中 Uncle 将和大家分享如下主要内容：上市公司收购 SPA 中的特殊条款与机制、交易确定性条款的主要谈判点、并购交易的救济条款、雇员福利安排条款、融资条款等

本次 Live 主要包括以下内容：

＊ 上市公司收购 SPA 的特殊机制

＊ 交易确定性条款的主要谈判点（Exclusivity/No-shop/Intervening Event/Fiduciary Termination Right/Breakup fees/Support agreement）

＊ 交易救济条款（Specific Performance/AT&T 与时代华纳交易的安排案例）

＊ 雇员福利安排条款

＊ 融资条款（施乐条款与番茄酱条款）

＊ 问答",199RMB,https://www.zhihu.com/people/Uncleleslie,0,12,0
如何在法学院获得 GPA 满绩,小状师张,https://www.zhihu.com/lives/813390753542832128,2017-03-16 21:00:00,286,"我是小状师张，现在在哈佛大学攻读法律博士学位，在法学院第一年中，惭愧地发扬了虽然学得不如人，但考得比人好的精神，获得九门八 A 或 A+，GPA 加权超过 4.0。

本次 Live 讲如何在第一年的法学院考试中取得好的成绩，也即如何找到工作。长期受到 Paper Chase、Good Wife 和 Suits 等影视剧影响，在我读法学院之前觉得法学院的考试是不可能完成的任务：想象中考不好的理由也是老生常谈：非母语，英语表达跟不上，思维训练不够，对美国政治文化不了解……但我们中国人就是不信邪的。像我这样初来美国，看一个超级碗根本不知道他们在讲什么的外国人，也可以用别人的语言把别人的上层建筑学好：不是因为我聪明，我高中时就因为实在跟不上退出了尖子班；不是因为我苦，过去一年从来没有因为学习熬夜过一天。说白了，就是在生我养我的地方掌握了一些应试的经验，到大洋彼岸使出了一些中华小智慧。分享一下我的经验，和我的同学们的经验，争取提供一套可行的方法论，供各位参考。

本次 Live 主要包括以下内容：

＊ 0L（录取至学期开始之间）需要做什么准备工作？

＊ 笔记、听课、看书、做题各线程任务的统筹？

＊ 如何有效安排最后几周的复习时间？

＊ 如何在考试中写一份 A/A+ 的答案？

＊ 如何在工作面试中对成绩问题做到扬长避短？",9RMB,https://www.zhihu.com/people/q.zhang,0,114,0
合同签订技巧与法律风险管控,郭华寿律师,https://www.zhihu.com/lives/802900596041592832,2017-03-17 19:50:00,22,"我是郭华寿，现为知名律师机构高级合伙人，广州分所主任律师，多所重点大学讲师 & 创业导师。主要从事保险、海外（离岸）信托 & 资产传承，股权投融资（ Pre-IPO&IPO 、 OTC 、 M&A 、 PE/VC ），企业治理与风险控制、股权激励等高端非诉 & 商事诉讼法律事务。其中，针对私人资产保全与隔离，尤其是海外家族信托与海外投资理财法律有多年的实务研究与操作，目前团队现持续为 Old Mutual 、 Three Man Fund 、 BWC Capital Markets 、 AIA 、新华保险、太平人寿等国内外著名保险 & 金融机构提供一站式整合法律服务。

法律风险并不可怕，只要我们掌握了其中的基本规则，就能预防、控制风险产生的损失，使法律风险可以被评估、被预防、被控制。针对新形势下商事合同案件纠纷热点难点问题，结合办结商事合同纠纷经验，贯穿合同谈判、签订、履行、诉讼四个环节，全方位解读商业合同签订的技巧及法律风险管控。

本次 Live 主要包括以下内容：

＊ 商事合同签订中的技巧与风险防范

＊ 商事合同履行中的风险管理（重点结合前沿案例剖析供应方、需求方需注意的问题）

＊ 商事合同诉讼中的策略安排（主要分享证据固化与搜集；诉讼请求述明细节等问题）",29RMB,https://www.zhihu.com/people/guo-hua-shou-lv-shi,0,130,0
基金定投：用笨的方式简单赚钱,越女,https://www.zhihu.com/lives/812333106953596928,2017-03-18 19:00:00,720,"我是越女，一个金融、媒体等各种经验掺杂的人，擅长用简洁明了的语言描述金融理财世界。我所运营的「越女事务所」是理财领域关注者最多的自媒体之一，同时本人也是南方都市报、新浪财经、 LinkedIn 等媒体的专栏作者、蛋卷基金的产品顾问。

对于学生、职场人、时间有限的人来说，定投是一种既简单又高效的基金投资方案，那么，应该如何开始你的定投，最适合你的定投方法是哪一种？定投周期多长合适，应该何时买入、何时卖出？这就是这场 Live 所要告诉你的。

本次 Live 主要包括以下内容：

＊ 为什么基金定投更适合上班族？

＊ 基金定投的几种方法，哪一种更适合你？

＊ 基金定投应该何时开始，如何结束？

＊ 越来越流行的基金理财方式：智能投顾。",9RMB,https://www.zhihu.com/people/xia-xia-17,0,293,0
?? 重点单字精讲：「永」字写法,Daniel FC,https://www.zhihu.com/lives/794538181381980160,2017-03-18 20:30:00,714,"我是 Daniel FC 。书法艺术工作者，作品曾获国家级奖项。



在传统书法学习中，写好一个「永」字，有着重要而且特殊的地位。古人的书写经验告诉我们，当我们掌握了「永」字当中体现的八个主要笔画书写技法时，就可以触类旁通，理解到书写各种笔画的运笔规律了。所以，我们今天决定要写一手好字的话，不妨先定一个小目标：写个「永」字。这次 Live 主讲硬笔，在讲授基本技法的同时，更会告诉大家如何把这些书写技法，迁移到硬笔书写当中。为了便于大家看清字形细节，可能会用毛笔把笔画放大。因为笔法有着共通的地方，所以有志于毛笔书法的朋友，来参加这场 Live ，亦将有所获益。

本次 Live 主要包括以下内容：

＊ 「永」字的典型性

＊ 基本笔画解剖级分析：点、短横、横折、竖钩等等

＊ 藏锋与露锋

＊ 方笔与圆笔（上述两个环节将有机渗透入基本笔画分析中。）

＊ 让一个字更精彩：浅论结字与笔气",39RMB,https://www.zhihu.com/people/daniel-fc,0,131,0
